Número registre,Nom establiment,Codi tipus establiment,Tipus establiment,Codi establiment pare,Titular,Telèfon,Codi tipus de via,Tipus de via,Nom de la via,Número de la via,Quilòmetre,Bloc,Portal,Escala,Pis,Porta,Codi postal,Codi municipi,Municipi,Article municipi,Codi comarca,Comarca,Codi província,Província,Codi ABS,ABS,Codi sector sanitari,Sector sanitari,Codi regió sanitària,Regió sanitària,Longitud,Latitud,Georeferència
A08560997,GAES UNA MARCA AMPLIFON,A,Audiopròtesi,,"AMPLIFON IBERICA, SAU",938017048,RB,RAMBLA,SANT ISIDRE,10,,,,,,,08700,08102,IGUALADA,,06,ANOIA,08,BARCELONA,371,Igualada - 1,6735,Anoia,67,Catalunya Central,1.616896479,41.579553846,POINT (1.616896479 41.579553846)
F08008063,"RAMÍREZ RODRÍGUEZ, MIGUEL ÁNGEL",F,Farmàcia,,MIGUEL ÁNGEL RAMÍREZ RODRÍGUEZ,934491731,CR,CARRER,VALLPARDA,122,,,,,,,08904,08101,HOSPITALET DE LLOBRE,L',13,BARCELONES,08,BARCELONA,290,L'Hospitalet de Llobregat - 03 Colblanc,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,2.116711348,41.369842385,POINT (2.116711348 41.369842385)
A17758517,GARRIGA OPTICS S.L,A,Audiopròtesi,,"GARRIGA OPTICS, SL",618451009,CR,CARRER,SANT PERE,24,,,,,,,17500,17147,RIPOLL,,31,RIPOLLES,17,GIRONA,187,Ripoll - Sant Joan de les Abadesses,6461,Girona Nord,64,Girona,,,
F08022389,"ALTIRRIBA GUTIERREZ, JOAN",F,Farmàcia,,Juan Altirriba Gutiérrez,937506953,AV,AVINGUDA,ARQUITECTE EDUARD FERRES,136-138,,,,,,,08340,08219,VILASSAR DE MAR,,21,MARESME,08,BARCELONA,271,Vilassar de Mar,7867,Barcelonès Nord i Maresme,78,Barcelona,2.393252374,41.508963928,POINT (2.393252374 41.508963928)
V08515465,GENERAL ÓPTICA,V,Òptica,,"GENERAL OPTICA, SA",,AV,AVINGUDA,GUIPUSCOA,66,,,,,,,0,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,000,No informat,0000,Desconegut,00,No informat,2.197282987,41.416224755,POINT (2.197282987 41.416224755)
R08000089,FONOLLOSA,R,Farmaciola,F08012207,,938366005,PL,PLAÇA,AJUNTAMENT,,,,,,BX,A,08259,08084,FONOLLOSA,,07,BAGES,08,BARCELONA,215,Sant Joan de Vilatorrada,6763,Solsonès - Bages - Berguedà,67,Catalunya Central,1.669862749,41.762934128,POINT (1.669862749 41.762934128)
A08767134,EGAR ÒPTICS,A,Audiopròtesi,,"SOLUCIONS AUDITIVES BAIX LLOBREGAT, SL",605867280,CR,CARRER,ANSELM CLAVÉ,96,,,,,,,08640,08147,OLESA DE MONTSERRAT,,11,BAIX LLOBREGAT,08,BARCELONA,168,Olesa de Montserrat,7831,Baix Llobregat Nord,78,Barcelona,1.895007473,41.543077154,POINT (1.895007473 41.543077154)
V08716718,ÒPTICA SMART VISIÓ,V,Òptica,,Santiago Martos Beltrán,,CR,CARRER,SANT ROC,56,,,,,,,08340,08219,VILASSAR DE MAR,,21,MARESME,08,BARCELONA,271,Vilassar de Mar,7867,Barcelonès Nord i Maresme,78,Barcelona,2.392296924,41.502905645,POINT (2.392296924 41.502905645)
F08005351,"SANTAMARIA GRIERA, VANESSA/RIBA GENIS, CARLES",F,Farmàcia,,Vanessa Santamaria Griera (30%) i Carles Riba Genís (70%),932576430,CR,CARRER,BRUC,114,,,,,,,08009,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,027,Barcelona - 02G,7851,Barcelona Eixample,78,Barcelona,2.167324897,41.396118216,POINT (2.167324897 41.396118216)
F25000811,"LLADONOSA SAPIENS,, LLORENÇ",F,Farmàcia,,LLORENÇ LLADONOSA SAPIENS,973757226,CR,CARRER,PATI,4,,,,,,,25125,25016,ALGUAIRE,,33,SEGRIA,25,LLEIDA,003,Alfarràs - Almenar,6156,Lleida,61,Lleida,0.582770918,41.736808641,POINT (0.582770918 41.736808641)
F08024523,"BAUSILI LOPEZ-SAEZ, JOAQUIN",F,Farmàcia,,Joaquín Bausili López-Saez,937789275,CT,CARRETERA,IGUALADA,58,,,,,,,08784,08161,PIERA,,06,ANOIA,08,BARCELONA,338,Piera,6735,Anoia,67,Catalunya Central,1.749820304,41.524064838,POINT (1.749820304 41.524064838)
F08001156,"PLANA BORRAS, JULIANA",F,Farmàcia,,Juliana Plana Borras,937985550,PL,PLAÇA,CUBA,4,,,,,,,08302,08121,MATARÓ,,21,MARESME,08,BARCELONA,152,Mataró - 1,7867,Barcelonès Nord i Maresme,78,Barcelona,2.440501375,41.53755241,POINT (2.440501375 41.53755241)
A08753413,SENTBIEN AUDIOLOGIA,A,Audiopròtesi,,"SENTBIEN 2018, SL",650093065,CR,CARRER,Arcadi Balaguer,78,,,,,,,08860,08056,CASTELLDEFELS,,11,BAIX LLOBREGAT,08,BARCELONA,365,Castelldefels - 1,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,,,
F08005908,"MARCER VILA, MARIA DOLORS",F,Farmàcia,,MARIA DOLORS MARCER VILA,934272292,CR,CARRER,MIGUEL HERNANDEZ,17,,,,,,,08042,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,062,Barcelona - 08F,7854,Barcelona Nou Barris,78,Barcelona,2.164663936,41.443109276,POINT (2.164663936 41.443109276)
A08708700,COTTET OPTICS,A,Audiopròtesi,,SOCIEDAD ANÓNIMA COTTET,934122060,AV,AVINGUDA,undefined,200,,,L,,,2,0,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,000,No informat,0000,Desconegut,00,No informat,2.178389965,41.382405391,POINT (2.178389965 41.382405391)
V08501021,ÒPTICA MASQUEFA,V,Òptica,,"OPTICA CAPELLADES, SL",,CR,CARRER,MAJOR,7,,,,,,,08783,08119,MASQUEFA,,06,ANOIA,08,BARCELONA,360,Martorell rural,7831,Baix Llobregat Nord,78,Barcelona,1.813013218,41.501894272,POINT (1.813013218 41.501894272)
F08012542,"BARBERA MARE, ELISABET",F,Farmàcia,,Elisabet Barberà Maré,932298889,CR,CARRER,SANTA ROSALIA,31,,,,,,,08035,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,055,Barcelona - 07E,7853,Barcelona Horta - Guinardó,78,Barcelona,2.145423776,41.421386932,POINT (2.145423776 41.421386932)
F08023777,"FARRES VILADRICH, ISABEL",F,Farmàcia,,Isabel Farrés Viladrich,935722817,AV,AVINGUDA,MILÂ·LENARI,7,,,,,,,08160,08135,MONTMELÓ,,41,VALLES ORIENTAL,08,BARCELONA,164,Montornès - Montmeló,7842,Vallès Oriental,78,Barcelona,2.243479455,41.554196347,POINT (2.243479455 41.554196347)
V08554746,ÒPTICA DOLCET,V,Òptica,,M. del Mar Hernández Marín,,CT,CARRETERA,SANTA EULALIA,13-17,,,,,,,0,08101,HOSPITALET DE LLOBRE,L',13,BARCELONES,08,BARCELONA,000,No informat,0000,Desconegut,00,No informat,2.130923364,41.367826215,POINT (2.130923364 41.367826215)
F08023946,"MASIP OCTAVIO, NÚRIA",F,Farmàcia,,NÚRIA MASIP OCTAVIO,937276871,CR,CARRER,FERNANDO POO,31-33,,,,,,,08205,08187,SABADELL,,40,VALLES OCCIDENTAL,08,BARCELONA,196,Sabadell - 5,7844,Vallès Occidental Est,78,Barcelona,2.086636165,41.546788819,POINT (2.086636165 41.546788819)
A08560468,"CLASO AUDIOLOGIA, SL",A,Audiopròtesi,,"CLASO AUDIOLOGIA, SL",646703191,CR,CARRER,GIRONA,27,,,,,,,08010,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,028,Barcelona - 02H,7851,Barcelona Eixample,78,Barcelona,2.174822995,41.391886687,POINT (2.174822995 41.391886687)
F08024756,"FERRAN CABEZA, CLARA",F,Farmàcia,,Clara Ferran Cabeza,937310851,CR,CARRER,BAIX RIERA,49,,,,,,,08192,08238,SANT QUIRZE DEL VALLÈ,,40,VALLES OCCIDENTAL,08,BARCELONA,363,Sant Quirze del Vallès,7843,Vallès Occidental Oest,78,Barcelona,2.036441305,41.524753138,POINT (2.036441305 41.524753138)
A17709647,SECCIÓ AUDIOPROTESIS FARMÀCIA MARIA DOLORS RIU AYATS,A,Audiopròtesi,F17000890,"RIU AYATS, Mª DOLORS",972703995,PL,PLAÇA,GRAN,24,,,,,,,17500,17147,RIPOLL,,31,RIPOLLES,17,GIRONA,187,Ripoll - Sant Joan de les Abadesses,6461,Girona Nord,64,Girona,2.190984191,42.198516984,POINT (2.190984191 42.198516984)
V08554182,ÒPTICA HERRERO,V,Òptica,,Roger Herrero Cubero,937182463,AV,AVINGUDA,DOCTOR MORAGAS,181,,,,,,,08210,08252,BARBERÀ DEL VALLÈS,,40,VALLES OCCIDENTAL,08,BARCELONA,320,Barberà del Vallès,7844,Vallès Occidental Est,78,Barcelona,2.124384231,41.515549947,POINT (2.124384231 41.515549947)
A08708026,ALAIN AFFLELOU,A,Audiopròtesi,,"AUDIOCOST GARRAF PENEDÉS, S.L.",917708566,RB,RAMBLA,PRINCIPAL,74,,,,,,,08800,08307,VILANOVA I LA GELTRÚ,,17,GARRAF,08,BARCELONA,317,Vilanova i la Geltrú - 2,7865,Alt Penedès - Garraf,78,Barcelona,1.725018849,41.223390564,POINT (1.725018849 41.223390564)
V08545614,ÒPTICA I ORTOPEDIA SANT JORDI,V,Òptica,,Montserrat Masriera Casas,,CR,CARRER,MOSSEN JACINT VERDAGUER,110,,,,,,,08830,08200,SANT BOI DE LLOBREGAT,,11,BAIX LLOBREGAT,08,BARCELONA,205,Sant Boi de Llobregat - 4,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,2.040854896,41.340671028,POINT (2.040854896 41.340671028)
A08718384,GENERAL OPTICA,A,Audiopròtesi,V08719606,"GENERAL OPTICA, SA",636265560,PS,PASSEIG,FABRA I PUIG,214,,,,,,,08016,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,385,Barcelona - 08J,7854,Barcelona Nou Barris,78,Barcelona,2.178389965,41.382405391,POINT (2.178389965 41.382405391)
F08021762,"LLUCH VILLAMOR, MARIA ROSER",F,Farmàcia,,M. Roser Lluch Villamor,936303122,CR,CARRER,JOSEP MARIEGES,17,,,,,,,08830,08200,SANT BOI DE LLOBREGAT,,11,BAIX LLOBREGAT,08,BARCELONA,205,Sant Boi de Llobregat - 4,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,2.042673768,41.334876778,POINT (2.042673768 41.334876778)
F08024964,"MARTINEZ ARENAS, MANUEL",F,Farmàcia,,Manuel Martínez Arenas,938654996,AV,AVINGUDA,PI I MARGALL,183,,,,,,,08140,08033,CALDES DE MONTBUI,,41,VALLES ORIENTAL,08,BARCELONA,089,Caldes de Montbui,7842,Vallès Oriental,78,Barcelona,2.169551292,41.625603995,POINT (2.169551292 41.625603995)
V08547890,CENTRE ÒPTIC VILANOVA,V,Òptica,,"CENTRE OPTIC VILANOVA, SL",938936213,PL,PLAÇA,SOLER I CARBONELL,18,,,,,,,08800,08307,VILANOVA I LA GELTRÚ,,17,GARRAF,08,BARCELONA,317,Vilanova i la Geltrú - 2,7865,Alt Penedès - Garraf,78,Barcelona,1.724626856,41.222916318,POINT (1.724626856 41.222916318)
V08531403,ÒPTICA ANDORRANA,V,Òptica,,"TRAVER MUÑOZ ÓPTICAS TRAMU, S.L.",938727237,CR,CARRER,BORN,32,,,,,,,08241,08113,MANRESA,,07,BAGES,08,BARCELONA,145,Manresa - 1,6763,Solsonès - Bages - Berguedà,67,Catalunya Central,1.824306074,41.724913502,POINT (1.824306074 41.724913502)
F17001692,"BOLADERAS SUAREZ,ELISA/FIGUERAS MONER,FRANCESCA",F,Farmàcia,,"BOLADERAS SUÁREZ, ELISA/FIGUERAS MONER, FRANCESCA",972400414,PS,PASSEIG,OLOT,22,,,,,,,17005,17079,GIRONA,,20,GIRONES,17,GIRONA,125,Girona - 2,6462,Girona Sud,64,Girona,2.81036671,41.976725864,POINT (2.81036671 41.976725864)
A17558726,FEDERÒPTICS ELISABET,A,Audiopròtesi,,"Òptica Elisabet, SL",972757318,PS,PASSEIG,CATALUNYA,33,,,,,,,17257,17199,TORROELLA DE MONTGRÍ,,10,BAIX EMPORDA,17,GIRONA,258,Torroella de Montgrí,6461,Girona Nord,64,Girona,3.127699779,42.039830191,POINT (3.127699779 42.039830191)
V17545205,CLOSA FUSTÉ CENTRE ÒPTIC,V,Òptica,,Teresa Closa Fusté,972574868,PL,PLAÇA,TURERS,12,,,,,,,17820,17015,BANYOLES,,28,PLA DE L´ESTANY,17,GIRONA,015,Banyoles,6462,Girona Sud,64,Girona,2.763116699,42.117900888,POINT (2.763116699 42.117900888)
F08010016,"CRUSET GARRELL, NURIA",F,Farmàcia,,Núria Cruset Garrell,937230794,AV,AVINGUDA,CONCORDIA,48,,,,,,,08206,08187,SABADELL,,40,VALLES OCCIDENTAL,08,BARCELONA,344,Sabadell - 4A,7844,Vallès Occidental Est,78,Barcelona,2.095131875,41.560124636,POINT (2.095131875 41.560124636)
F08000709,"BERTRAN GOMEZ, MONTSERRAT/CAMACHO PELAEZ, SARA",F,Farmàcia,,Montserrat Bertran Gomez i  Sara Camacho Pelaez,932495169,CR,CARRER,PROGRES,85,,,,,,,08904,08101,HOSPITALET DE LLOBRE,L',13,BARCELONES,08,BARCELONA,290,L'Hospitalet de Llobregat - 03 Colblanc,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,2.120892357,41.372330049,POINT (2.120892357 41.372330049)
F08017156,"SORIANO RAMS, JOSE ANTONIO",F,Farmàcia,,José Antonio Soriano Rams,937984125,CR,CARRER,JUAN SEBASTIAN ELCANO,2-4,,,,,,,08302,08121,MATARÓ,,21,MARESME,08,BARCELONA,152,Mataró - 1,7867,Barcelonès Nord i Maresme,78,Barcelona,2.435891028,41.536127967,POINT (2.435891028 41.536127967)
F25010506,"MANSO ABIZANDA, DANIEL/MANSO ABIZANDA, MERCE",F,Farmàcia,,MANSO ABIZANDA,973263428,PS,PASSEIG,GRAN DE RONDA,43,,,,,,,25003,25120,LLEIDA,,33,SEGRIA,25,LLEIDA,136,Lleida - 2 Ronda - Mariola,6156,Lleida,61,Lleida,0.613069012,41.613756328,POINT (0.613069012 41.613756328)
F08016152,"LÓPEZ ROSÉS, GEORGINA.",F,Farmàcia,,GEORGINA LOPEZ ROSES,933141043,CR,CARRER,GRAN VIA DE LES CORTS CATALANES,1179-1181,,,,,,,08020,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,079,Barcelona - 10I,7847,Barcelona Sant Martí,78,Barcelona,2.210768515,41.421939534,POINT (2.210768515 41.421939534)
F08022999,"CASELLAS ARENAS, ELISABET",F,Farmàcia,,ELISABET CASELLAS ARENAS,937787079,CR,CARRER,COLOM,91,,,,,,,08640,08147,OLESA DE MONTSERRAT,,11,BAIX LLOBREGAT,08,BARCELONA,168,Olesa de Montserrat,7831,Baix Llobregat Nord,78,Barcelona,1.894297009,41.541362827,POINT (1.894297009 41.541362827)
F25004051,"ALMANSA ARTIGA, MARGARIDA/MARGINET CALZADO, SUSANNA",F,Farmàcia,,MARGARIDA ALMANSA ARTIGA/SUSANA MARGINET CALZADO,973647244,PL,PLAÇA,QUERIMONIA,S/N,,,,,,,25540,25121,LES,,39,VALL D´ARAN,25,LLEIDA,007,Aran,7107,Aran,71,Alt Pirineu i Aran,0.710744036,42.811200595,POINT (0.710744036 42.811200595)
F08005263,"PASCUAL ARNAU, LLUIS",F,Farmàcia,,Lluís Pascual Arnau,932320056,CR,CARRER,ARAGO,537,,,,,,,08026,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,075,Barcelona - 10E,7847,Barcelona Sant Martí,78,Barcelona,2.183840725,41.406530373,POINT (2.183840725 41.406530373)
F08019509,"TERRADAS MUNTAÑOLA, GLORIA",F,Farmàcia,,Glòria Terradas Muntañola,936615384,CR,CARRER,JOAN MARTI,43,,,,,,,08830,08200,SANT BOI DE LLOBREGAT,,11,BAIX LLOBREGAT,08,BARCELONA,202,Sant Boi de Llobregat - 1,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,2.034081238,41.349301139,POINT (2.034081238 41.349301139)
V08703476,"EIX OPTICS, SL",V,Òptica,,"EIX OPTICS, SL",616603541,CR,CARRER,"SANT JOAN BAPTISTA DE LA SALLE,",26,,,BX,,,,08241,08113,MANRESA,,07,BAGES,08,BARCELONA,145,Manresa - 1,6763,Solsonès - Bages - Berguedà,67,Catalunya Central,1.825149188,41.726671425,POINT (1.825149188 41.726671425)
V08716845,OPTICALIA VILA OLÍMPICA,V,Òptica,,Pere Sánchez Molins,932219388,AV,AVINGUDA,NOVA ICARIA,162,,,,,,,0,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,000,No informat,0000,Desconegut,00,No informat,2.178389965,41.382405391,POINT (2.178389965 41.382405391)
F08012831,"COSTA RABASA, M LLUISA/SERENA COSTA, BRUNO/SERENA, IVAN",F,Farmàcia,,"Ma. Lluïsa Costa Rabasa (80%) , Bruno Serena Costa (10%) i Ivan  Serena Costa (10%)",932307766,CR,CARRER,LORETO,20,,,,,,,08029,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,039,Barcelona - 04A,7848,Barcelona Les Corts,78,Barcelona,2.1421171,41.389548778,POINT (2.1421171 41.389548778)
F08002329,"MAGAÑA ESMERATS, SILVIA",F,Farmàcia,,Silvia Magaña Esmerats,937835140,CR,CARRER,NORD,92-94,,,,,,,08221,08279,TERRASSA,,40,VALLES OCCIDENTAL,08,BARCELONA,247,Terrassa - A,7843,Vallès Occidental Oest,78,Barcelona,2.013945285,41.56873151,POINT (2.013945285 41.56873151)
A17709206,GENERAL OPTICA,A,Audiopròtesi,,"GENERAL OPTICA, SA",933037970,CR,CARRER,JOAN MARAGALL,9,,,,,,,17600,17066,FIGUERES,,02,ALT EMPORDA,17,GIRONA,119,Figueres,6461,Girona Nord,64,Girona,2.961753954,42.267152399,POINT (2.961753954 42.267152399)
V43540077,ÒPTICA SURIOL,V,Òptica,,"SURIOL RIBE, ANDREU",,AV,AVINGUDA,PENEDES,10,,,,,,,43720,43016,ARBOÇ,L',12,BAIX PENEDES,43,TARRAGONA,314,Baix Penedès - Interior,6258,Tarragonès - Baix Penedès,62,Camp de Tarragona,1.597478439,41.265754583,POINT (1.597478439 41.265754583)
A25558204,ÒPTICA SOLA,A,Audiopròtesi,,"ÒPTICA SOLÀ, SL",973501543,PL,PLAÇA,POU,22,,,,,,,25310,25003,AGRAMUNT,,38,URGELL,25,LLEIDA,001,Agramunt,6156,Lleida,61,Lleida,1.097459836,41.785366552,POINT (1.097459836 41.785366552)
F08025284,"BUSQUETS ALBERT, IMMACULADA",F,Farmàcia,,Inmaculada Busquets Albert,938536191,AV,AVINGUDA,PAU COSTA,39,,,,,,,08350,08006,ARENYS DE MAR,,21,MARESME,08,BARCELONA,009,Arenys de Mar,7867,Barcelonès Nord i Maresme,78,Barcelona,2.553142622,41.582001733,POINT (2.553142622 41.582001733)
F17001205,"GAIRIN DEULOFEU, OLGA",F,Farmàcia,,"GAIRIN DEULOFEU, OLGA",972204072,CR,CARRER,SANTA EUGENIA,46,,,,,,,17005,17079,GIRONA,,20,GIRONES,17,GIRONA,125,Girona - 2,6462,Girona Sud,64,Girona,2.814913311,41.980748545,POINT (2.814913311 41.980748545)
A08557384,ÒPTICA 2000,A,Audiopròtesi,,GRANDVISION SPAIN GRUPO ÓPTICO SAU,933632838,CR,CARRER,PI I MARGALL,85-87,,,,,,,08024,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,052,Barcelona - 07B,7853,Barcelona Horta - Guinardó,78,Barcelona,2.164235611,41.410802773,POINT (2.164235611 41.410802773)
F08012133,"BEATOBE MUNTADA, JOAQUIM",F,Farmàcia,,Joaquim Beatobe Muntada,938648047,CR,CARRER,J.ANSELM CLAVE,1,,,,,,,08184,08156,PALAU-SOLITÀ I PLEGAM,,40,VALLES OCCIDENTAL,08,BARCELONA,391,Palau-solità i Plegamans,7842,Vallès Oriental,78,Barcelona,2.179573365,41.587547809,POINT (2.179573365 41.587547809)
V08716228,SOLOPTICAL HOSPITALET,V,Òptica,,"SOLÒPTICAL MARMOLISTA, SL",932591953,GV,GRAN VIA,CC Gran Via 2,75,,,,,,,0,08101,HOSPITALET DE LLOBRE,L',13,BARCELONES,08,BARCELONA,000,No informat,0000,Desconegut,00,No informat,2.100863092,41.359459667,POINT (2.100863092 41.359459667)
V08532196,ÒPTICA 2000,V,Òptica,,GRANDVISION SPAIN GRUPO ÓPTICO SAU,937753414,RB,RAMBLA,BOBILES,7,,,,,,,08760,08114,MARTORELL,,11,BAIX LLOBREGAT,08,BARCELONA,149,Martorell,7831,Baix Llobregat Nord,78,Barcelona,1.91613301,41.476897973,POINT (1.91613301 41.476897973)
V08533633,ÒPTICA DEL BARRI,V,Òptica,,"DOMÍNGUEZ VIVES, S.C.P.",,CR,CARRER,INDUSTRIA,273,,,,,BX,,08041,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,076,Barcelona - 10F,7847,Barcelona Sant Martí,78,Barcelona,2.180491272,41.414436941,POINT (2.180491272 41.414436941)
A08559832,GENERAL ÒPTICA,A,Audiopròtesi,,"GENERAL OPTICA, SA",934209245,AV,AVINGUDA,MARAGALL,421-425,,,,,,,0,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,000,No informat,0000,Desconegut,00,No informat,2.162173908,41.429269707,POINT (2.162173908 41.429269707)
F17000120,"SUREDA CASAMOR,MONTSERRAT/CARRERAS SUREDA,CARLA",F,Farmàcia,,"SUREDA CASAMOR, MONTSERRAT/CARRERAS SUREDA, CARLA",972330069,PS,PASSEIG,DE DINTRE,3,,,,,,,17300,17023,BLANES,,34,SELVA,17,GIRONA,085,Blanes,6462,Girona Sud,64,Girona,2.790895301,41.673188522,POINT (2.790895301 41.673188522)
F25000709,"FARRAN CAJAL, ANTONIA",F,Farmàcia,,"FARRAN CAJAL, ANTONIA",973760064,AV,AVINGUDA,CATALUNYA,6,,,,,,,25120,25013,ALFARRÀS,,33,SEGRIA,25,LLEIDA,003,Alfarràs - Almenar,6156,Lleida,61,Lleida,0.570090704,41.830342727,POINT (0.570090704 41.830342727)
F08018664,"ORPI ORENGA, JAVIER",F,Farmàcia,,Javier Orpi Orenga,936747749,RB,RAMBLA,DEL CELLER,97,,,,,,,08172,08205,SANT CUGAT DEL VALLÈS,,40,VALLES OCCIDENTAL,08,BARCELONA,388,Sant Cugat del Vallès - 1,7843,Vallès Occidental Oest,78,Barcelona,2.089959307,41.472087324,POINT (2.089959307 41.472087324)
F17003562,"SUREDA CAMPS, ANNA",F,Farmàcia,,"SUREDA CAMPS, ANNA",972841195,CT,CARRETERA,DE SILS,1,,,,,,,17430,17180,SANTA COLOMA DE FARNER,,34,SELVA,17,GIRONA,221,Santa Coloma de Farners,6462,Girona Sud,64,Girona,2.67189313,41.858861204,POINT (2.67189313 41.858861204)
V17503269,"CENTRE ÒPTIC LA BISBAL, SC",V,Òptica,,"CENTRE ÒPTIC LA BISBAL, SC",,CR,CARRER,AMPLE,23,,,,,,,17300,17022,LA BISBAL D'EMPORDÀ,,10,BAIX EMPORDA,17,GIRONA,085,Blanes,6462,Girona Sud,64,Girona,3.039360815,41.959746256,POINT (3.039360815 41.959746256)
F25006965,"ROBINAT ALBAREDA,  NURIA",F,Farmàcia,,NURIA ROBINAT ALBAREDA,973310451,CR,CARRER,SANTA CLARA,2A,,,,,,,25300,25217,TÀRREGA,,38,URGELL,25,LLEIDA,245,Tàrrega,6156,Lleida,61,Lleida,1.135034781,41.647150917,POINT (1.135034781 41.647150917)
F08007694,"AGUSTI VIDAL, MARIA ISABEL",F,Farmàcia,,Ma. Isabel Agustí Vidal,934293012,CR,CARRER,DANTE ALIGHIERI,66 bis,,,,,,,08032,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,054,Barcelona - 07D,7853,Barcelona Horta - Guinardó,78,Barcelona,2.158510474,41.427889096,POINT (2.158510474 41.427889096)
F08009596,"ISABAL MURILLO, ESTHER",F,Farmàcia,,Esther Isabal Murillo,933148958,CR,CARRER,CONCILI DE TRENTO,194,,,,,,,08020,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,331,Barcelona - 10J,7847,Barcelona Sant Martí,78,Barcelona,2.201033038,41.417463796,POINT (2.201033038 41.417463796)
F08013426,"MARTÍNEZ SANVISENS, JORDI",F,Farmàcia,,Jordi Martínez Sanvisens,934282989,CR,CARRER,HARMONIA,1,,,,,,,08035,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,055,Barcelona - 07E,7853,Barcelona Horta - Guinardó,78,Barcelona,2.145224994,41.432747435,POINT (2.145224994 41.432747435)
V08743447,ÒPTICA & AUDIOLOGIA UNIVERSITÀRIA,V,Òptica,,"ÒPTICA DEL PENEDÈS, S.L.",932601220,CR,CARRER,JAUME ABRIL,1,,,,,,,08840,08301,VILADECANS,,11,BAIX LLOBREGAT,08,BARCELONA,265,Viladecans - 1,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,2.019986074,41.31588522,POINT (2.019986074 41.31588522)
F08024594,"GARCIA LOPEZ,BERTOMEU",F,Farmàcia,,Bertomeu García López,931069853,CR,CARRER,ARCADI BALAGUER,17-21,,,,,,,08860,08056,CASTELLDEFELS,,11,BAIX LLOBREGAT,08,BARCELONA,365,Castelldefels - 1,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,1.97567945,41.279577231,POINT (1.97567945 41.279577231)
A08559590,VISTAOPTICA,A,Audiopròtesi,,"B2B OPTICAL, SL",650837985,VI,VIA,JULIA,68,,,,,,,08016,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,061,Barcelona 8-E,7854,Barcelona Nou Barris,78,Barcelona,2.177198275,41.440972658,POINT (2.177198275 41.440972658)
V08717310,OPTICA EquusEspecial,V,Òptica,,M. Pilar Besoli Garcia,934561087,CR,CARRER,JULIAN ROMEA,14,,,20,,,,08006,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,042,Barcelona - 05A,7850,Barcelona Sarrià - Sant Gervasi,78,Barcelona,2.153329818,41.397709449,POINT (2.153329818 41.397709449)
V43516317,CENTRE ÒPTIC TEIXIDÓ,V,Òptica,,,,CR,CARRER,JAUME HUGUET,4,,,,,,,43800,43161,VALLS,,01,ALT CAMP,43,TARRAGONA,263,Valls urbà,6257,Alt Camp - Conca de Barberà,62,Camp de Tarragona,1.250633676,41.286145937,POINT (1.250633676 41.286145937)
V08548615,"ÒPTICA VIC, SCP",V,Òptica,,"OPTICA VIC, S.C.P.",,PS,PASSEIG,GENERALITAT,26,,,,,,,08500,08298,VIC,,24,OSONA,08,BARCELONA,351,Vic - 2 Sud,6745,Osona,67,Catalunya Central,2.253053889,41.922998926,POINT (2.253053889 41.922998926)
F08011443,"BLASCO GIL DE BERNABE, MANUEL",F,Farmàcia,,Manuel Blasco Gil de Bernabe,933870499,CR,CARRER,FIGUERES,1,,,,,,,08917,08015,BADALONA,,13,BARCELONES,08,BARCELONA,280,Badalona - 09,7867,Barcelonès Nord i Maresme,78,Barcelona,2.226540607,41.452462587,POINT (2.226540607 41.452462587)
